Week,Room,RoomCluster,ClusterType,RoomType,TreatmentType,Usage,All.Neighbors,Efficient.Neighbors
2017-37,1013A,1013,Double,Double Bedroom,Control,0.796198057,NA,NA
2017-37,1013B,1013,Double,Double Bedroom,Control,0.76841513,NA,NA
2017-37,1014A,1014,Double,Double Bedroom,Individual,0.738407208,0.774177965,0.734815956
2017-37,1014B,1014,Double,Double Bedroom,Individual,0.747823926,0.77411165,0.734815956
2017-37,1015A,1015,Double,Double Bedroom,Individual,0.874648579,0.773218519,0.734815956
2017-37,1015B,1015,Double,Double Bedroom,Individual,0.82054248,0.773599548,0.734815956
2017-37,1018A,1018,Double,Double Bedroom,Individual,0.786690638,0.773837941,0.734815956
2017-37,1018B,1018,Double,Double Bedroom,Individual,0.722261536,0.774291667,0.735797298
2017-37,1021A,1021,Single,Single Bedroom,Control,0.765318304,NA,NA
2017-37,1021B,1021,Single,Single Bedroom,Control,0.787473362,NA,NA
2017-37,1021C,1021,Single,Single Bedroom,Control,0.825759257,NA,NA
2017-37,1021D,1021,Single,Single Bedroom,Control,0.796989335,NA,NA
2017-37,1022A,1022,Single,Single Bedroom,Control,0.802226569,NA,NA
2017-37,1022B,1022,Single,Single Bedroom,Control,0.825759257,NA,NA
2017-37,1022C,1022,Single,Single Bedroom,Control,0.79737601,NA,NA
2017-37,1022D,1022,Single,Single Bedroom,Control,0.782981036,NA,NA
2017-37,1023A,1023,Single,Single Bedroom,Individual,0.776698368,0.789543217,0.765125644
2017-37,1023B,1023,Single,Single Bedroom,Individual,0.783679469,0.789500907,0.765125644
2017-37,1023C,1023,Single,Single Bedroom,Individual,0.736966728,0.789784015,0.765318304
2017-37,1023D,1023,Single,Single Bedroom,Individual,0.796439568,0.789423573,0.765125644
2017-37,1024A,1024,NA,Single Bedroom,Control,0.79737601,NA,NA
2017-37,1024B,1024,NA,Single Bedroom,Control,0.792539088,NA,NA
2017-37,1024D,1024,NA,Single Bedroom,Control,0.759089325,NA,NA
2017-37,2007,2007,NA,Single Bedroom,Control,0.768931071,NA,NA
2017-37,2008A,2008,Double,Double Bedroom,Control,0.777433923,NA,NA
2017-37,2008B,2008,Double,Double Bedroom,Control,0.847326997,NA,NA
2017-37,2009A,2009,NA,Single Bedroom,Control,0.78367466,NA,NA
2017-37,2009B,2009,NA,Single Bedroom,Control,0.778572867,NA,NA
2017-37,2009C,2009,NA,Single Bedroom,Control,0.806005623,NA,NA
2017-37,2010A,2010,Single,Single Bedroom,Individual,0.811796643,0.7893305,0.765125644
2017-37,2010B,2010,Single,Single Bedroom,Individual,0.75238711,0.789690558,0.765318304
2017-37,2010C,2010,Single,Single Bedroom,Individual,0.903740724,0.788773263,0.765125644
2017-37,2010D,2010,Single,Single Bedroom,Individual,0.781808577,0.789512246,0.765125644
2017-37,2011A,2011,Single,Single Bedroom,Cluster,3.047320221,3.137379767,3.068712732
2017-37,2011B,2011,Single,Single Bedroom,Cluster,3.047320221,3.137379767,3.068712732
2017-37,2011C,2011,Single,Single Bedroom,Cluster,3.047320221,3.137379767,3.068712732
2017-37,2011D,2011,Single,Single Bedroom,Cluster,3.047320221,3.137379767,3.068712732
2017-37,2013A,2013,Double,Double Bedroom,Cluster,1.579046977,1.545924311,1.486231134
2017-37,2013B,2013,Double,Double Bedroom,Cluster,1.579046977,1.545924311,1.486231134
2017-37,2014A,2014,Double,Double Bedroom,Individual,0.847326997,0.773410924,0.734815956
2017-37,2014B,2014,Double,Double Bedroom,Individual,0.737550435,0.774183999,0.734815956
2017-37,2015A,2015,Double,Double Bedroom,Control,0.769752742,NA,NA
2017-37,2015B,2015,Double,Double Bedroom,Control,0.741809813,NA,NA
2017-37,2018A,2018,Double,Double Bedroom,Cluster,1.65963233,1.544603239,1.486231134
2017-37,2018B,2018,Double,Double Bedroom,Cluster,1.65963233,1.544603239,1.486231134
2017-37,2021A,2021,Single,Single Bedroom,Cluster,3.128554608,3.134759303,3.062784279
2017-37,2021B,2021,Single,Single Bedroom,Cluster,3.128554608,3.134759303,3.062784279
2017-37,2021C,2021,Single,Single Bedroom,Cluster,3.128554608,3.134759303,3.062784279
2017-37,2021D,2021,Single,Single Bedroom,Cluster,3.128554608,3.134759303,3.062784279
2017-37,2022A,2022,Single,Single Bedroom,Cluster,3.126237719,3.134834042,3.062784279
2017-37,2022B,2022,Single,Single Bedroom,Cluster,3.126237719,3.134834042,3.062784279
2017-37,2022C,2022,Single,Single Bedroom,Cluster,3.126237719,3.134834042,3.062784279
2017-37,2022D,2022,Single,Single Bedroom,Cluster,3.126237719,3.134834042,3.062784279
2017-37,2023A,2023,Single,Single Bedroom,Individual,0.766580932,0.789604535,0.765125644
2017-37,2023B,2023,Single,Single Bedroom,Individual,0.99518069,0.788219082,0.765125644
2017-37,2023C,2023,Single,Single Bedroom,Individual,0.889337335,0.788860556,0.765125644
2017-37,2023D,2023,Single,Single Bedroom,Individual,0.817215381,0.789297659,0.765125644
2017-37,2024B,2024,Single,Single Bedroom,Control,0.843295753,NA,NA
2017-37,2024C,2024,Single,Single Bedroom,Control,0.75066928,NA,NA
2017-37,2024D,2024,Single,Single Bedroom,Control,0.800891807,NA,NA
2017-37,2027A,2027,NA,Double Bedroom,Control,0.729412903,NA,NA
2017-37,2029A,2029,Double,Double Bedroom,Cluster,1.517968175,1.546925603,1.486231134
2017-37,2029B,2029,Double,Double Bedroom,Cluster,1.517968175,1.546925603,1.486231134
2017-37,2030A,2030,Double,Double Bedroom,Cluster,1.553056349,1.546350387,1.486231134
2017-37,2030B,2030,Double,Double Bedroom,Cluster,1.553056349,1.546350387,1.486231134
2017-37,2031A,2031,Double,Double Bedroom,Individual,0.759649,0.774028375,0.734815956
2017-37,2031B,2031,Double,Double Bedroom,Individual,0.720098593,0.774306899,0.735797298
2017-37,2032B,2032,NA,Double Bedroom,Control,0.782908475,NA,NA
2017-37,2036A,2036,NA,Single Bedroom,Individual,0.79737601,0.789417898,0.765125644
2017-37,2036B,2036,NA,Double Bedroom,Individual,0.776460833,0.773909982,0.734815956
2017-37,2037A,2037,Double,Double Bedroom,Control,0.755327571,NA,NA
2017-37,2037B,2037,Double,Double Bedroom,Control,0.754632465,NA,NA
2017-37,2039A,2039,Double,Double Bedroom,Individual,0.773421919,0.773931383,0.734815956
2017-37,2039B,2039,Double,Double Bedroom,Individual,0.811555129,0.773662839,0.734815956
2017-37,2040A,2040,NA,Single Bedroom,Individual,0.781389029,0.789514789,0.765125644
2017-37,2040B,2040,NA,Double Bedroom,Individual,0.745883868,0.774125313,0.734815956
2017-37,2042A,2042,Double,Double Bedroom,Individual,0.72308241,0.774285886,0.735797298
2017-37,2042B,2042,Double,Double Bedroom,Individual,0.771177726,0.773947187,0.734815956
2017-37,3007,3007,NA,Single Bedroom,Control,0.799415216,NA,NA
2017-37,3008A,3008,Double,Double Bedroom,Individual,0.749804876,0.7740977,0.734815956
2017-37,3008B,3008,Double,Double Bedroom,Individual,0.749780388,0.774097872,0.734815956
2017-37,3009A,3009,Single,Single Bedroom,Control,0.765318304,NA,NA
2017-37,3009B,3009,Single,Single Bedroom,Control,0.765318304,NA,NA
2017-37,3009C,3009,Single,Single Bedroom,Control,0.768931071,NA,NA
2017-37,3009D,3009,Single,Single Bedroom,Control,0.77044294,NA,NA
2017-37,3010A,3010,Single,Single Bedroom,Individual,0.77044294,0.789581129,0.765125644
2017-37,3010B,3010,Single,Single Bedroom,Individual,0.770518269,0.789580672,0.765125644
2017-37,3010C,3010,Single,Single Bedroom,Individual,0.773274731,0.789563966,0.765125644
2017-37,3010D,3010,Single,Single Bedroom,Individual,0.753178905,0.789685759,0.765318304
2017-37,3011A,3011,Single,Single Bedroom,Control,0.798507215,NA,NA
2017-37,3011B,3011,Single,Single Bedroom,Control,0.83484287,NA,NA
2017-37,3011C,3011,Single,Single Bedroom,Control,0.804520615,NA,NA
2017-37,3011D,3011,Single,Single Bedroom,Control,0.804074619,NA,NA
2017-37,3013A,3013,Double,Double Bedroom,Control,0.735773172,NA,NA
2017-37,3013B,3013,Double,Double Bedroom,Control,0.741253014,NA,NA
2017-37,3014A,3014,Double,Double Bedroom,Cluster,1.455621599,1.547947678,1.492077162
2017-37,3014B,3014,Double,Double Bedroom,Cluster,1.455621599,1.547947678,1.492077162
2017-37,3015A,3015,Double,Double Bedroom,Control,0.79846757,NA,NA
2017-37,3015B,3015,Double,Double Bedroom,Control,0.743504161,NA,NA
2017-37,3018B,3018,NA,Double Bedroom,Control,0.712633344,NA,NA
2017-37,3021A,3021,NA,Single Bedroom,Control,0.781808577,NA,NA
2017-37,3021B,3021,NA,Single Bedroom,Control,0.78128124,NA,NA
2017-37,3021D,3021,NA,Single Bedroom,Control,0.780258236,NA,NA
2017-37,3022A,3022,Single,Single Bedroom,Control,0.788586121,NA,NA
2017-37,3022B,3022,Single,Single Bedroom,Control,0.781808577,NA,NA
2017-37,3022C,3022,Single,Single Bedroom,Control,0.768931071,NA,NA
2017-37,3022D,3022,Single,Single Bedroom,Control,0.761029947,NA,NA
2017-37,3023A,3023,NA,Single Bedroom,Individual,0.848231671,0.789109682,0.765125644
2017-37,3023B,3023,NA,Single Bedroom,Individual,0.754879904,0.78967545,0.765318304
2017-37,3024A,3024,NA,Single Bedroom,Control,0.799415216,NA,NA
2017-37,3024B,3024,NA,Single Bedroom,Control,0.789549013,NA,NA
2017-37,3024C,3024,NA,Single Bedroom,Control,0.782317468,NA,NA
2017-37,3027B,3027,NA,Double Bedroom,Individual,0.815574087,0.773634536,0.734815956
2017-37,3029A,3029,Double,Double Bedroom,Individual,0.753220557,0.774073646,0.734815956
2017-37,3029B,3029,Double,Double Bedroom,Individual,0.748788933,0.774104854,0.734815956
2017-37,3030A,3030,Double,Double Bedroom,Cluster,1.543957139,1.546499554,1.486231134
2017-37,3030B,3030,Double,Double Bedroom,Cluster,1.543957139,1.546499554,1.486231134
2017-37,3031A,3031,Double,Double Bedroom,Control,0.729049212,NA,NA
2017-37,3031B,3031,Double,Double Bedroom,Control,0.847690688,NA,NA
2017-37,3032B,3032,NA,Double Bedroom,Individual,0.737550435,0.774183999,0.734815956
2017-37,3036A,3036,NA,Single Bedroom,Individual,0.779651174,0.789525321,0.765125644
2017-37,3036B,3036,NA,Double Bedroom,Individual,0.782693375,0.773866091,0.734815956
2017-37,3037A,3037,Double,Double Bedroom,Individual,0.710045491,0.774377696,0.735797298
2017-37,3037B,3037,Double,Double Bedroom,Individual,0.722367274,0.774290922,0.735797298
2017-37,3039A,3039,Double,Double Bedroom,Control,0.833680975,NA,NA
2017-37,3039B,3039,Double,Double Bedroom,Control,0.727550766,NA,NA
2017-37,3040A,3040,NA,Single Bedroom,Control,0.768931071,NA,NA
2017-37,3040B,3040,NA,Double Bedroom,Control,0.847326997,NA,NA
2017-37,3042A,3042,Double,Double Bedroom,Cluster,1.521679373,1.546864763,1.486231134
2017-37,3042B,3042,Double,Double Bedroom,Cluster,1.521679373,1.546864763,1.486231134
2017-37,4007,4007,NA,Single Bedroom,Control,0.758825657,NA,NA
2017-37,4008A,4008,Double,Double Bedroom,Cluster,1.512833658,1.547009775,1.486231134
2017-37,4008B,4008,Double,Double Bedroom,Cluster,1.512833658,1.547009775,1.486231134
2017-37,4009A,4009,Single,Single Bedroom,Cluster,3.110905101,3.135328642,3.062784279
2017-37,4009B,4009,Single,Single Bedroom,Cluster,3.110905101,3.135328642,3.062784279
2017-37,4009C,4009,Single,Single Bedroom,Cluster,3.110905101,3.135328642,3.062784279
2017-37,4009D,4009,Single,Single Bedroom,Cluster,3.110905101,3.135328642,3.062784279
2017-37,4010A,4010,Single,Single Bedroom,Individual,0.781808577,0.789512246,0.765125644
2017-37,4010B,4010,Single,Single Bedroom,Individual,0.847088856,0.789116608,0.765125644
2017-37,4010C,4010,Single,Single Bedroom,Individual,0.812798006,0.789324431,0.765125644
2017-37,4010D,4010,Single,Single Bedroom,Individual,0.757522565,0.789659434,0.765318304
2017-37,4011A,4011,Single,Single Bedroom,Cluster,3.18083118,3.133072962,3.062784279
2017-37,4011B,4011,Single,Single Bedroom,Cluster,3.18083118,3.133072962,3.062784279
2017-37,4011C,4011,Single,Single Bedroom,Cluster,3.18083118,3.133072962,3.062784279
2017-37,4011D,4011,Single,Single Bedroom,Cluster,3.18083118,3.133072962,3.062784279
2017-37,4013A,4013,Double,Double Bedroom,Cluster,1.495018126,1.547301833,1.486231134
2017-37,4013B,4013,Double,Double Bedroom,Cluster,1.495018126,1.547301833,1.486231134
2017-37,4014A,4014,Double,Double Bedroom,Cluster,1.464233848,1.547806493,1.492077162
2017-37,4014B,4014,Double,Double Bedroom,Cluster,1.464233848,1.547806493,1.492077162
2017-37,4015A,4015,Double,Double Bedroom,Control,0.770229124,NA,NA
2017-37,4015B,4015,Double,Double Bedroom,Control,0.765387627,NA,NA
2017-37,4018A,4018,Double,Double Bedroom,Cluster,1.505089594,1.547136727,1.486231134
2017-37,4018B,4018,Double,Double Bedroom,Cluster,1.505089594,1.547136727,1.486231134
2017-37,4021D,4021,NA,Single Bedroom,Control,0.79737601,NA,NA
2017-37,4022A,4022,Single,Single Bedroom,Cluster,3.1392563,3.134414087,3.062784279
2017-37,4022B,4022,Single,Single Bedroom,Cluster,3.1392563,3.134414087,3.062784279
2017-37,4022C,4022,Single,Single Bedroom,Cluster,3.1392563,3.134414087,3.062784279
2017-37,4022D,4022,Single,Single Bedroom,Cluster,3.1392563,3.134414087,3.062784279
2017-37,4023A,4023,Single,Single Bedroom,Control,0.773390936,NA,NA
2017-37,4023B,4023,Single,Single Bedroom,Control,0.768931071,NA,NA
2017-37,4023C,4023,Single,Single Bedroom,Control,0.776627436,NA,NA
2017-37,4023D,4023,Single,Single Bedroom,Control,0.761868218,NA,NA
2017-37,4024C,4024,NA,Single Bedroom,Individual,0.768931071,0.789590291,0.765125644
2017-37,4024D,4024,NA,Single Bedroom,Individual,0.768931071,0.789590291,0.765125644
2017-37,4027A,4027,Double,Double Bedroom,Cluster,1.597255977,1.545625803,1.486231134
2017-37,4027B,4027,Double,Double Bedroom,Cluster,1.597255977,1.545625803,1.486231134
2017-37,4029A,4029,Double,Double Bedroom,Individual,0.734647035,0.774204445,0.735797298
2017-37,4029B,4029,Double,Double Bedroom,Individual,0.736392023,0.774192157,0.734815956
2017-37,4030A,4030,Double,Double Bedroom,Control,0.742689409,NA,NA
2017-37,4030B,4030,Double,Double Bedroom,Control,0.782298243,NA,NA
2017-37,4031A,4031,Double,Double Bedroom,Cluster,1.515749302,1.546961978,1.486231134
2017-37,4031B,4031,Double,Double Bedroom,Cluster,1.515749302,1.546961978,1.486231134
2017-37,4032A,4032,Double,Double Bedroom,Individual,0.759551882,0.774029059,0.734815956
2017-37,4032B,4032,Double,Double Bedroom,Individual,0.770522144,0.773951804,0.734815956
2017-37,4036A,4036,NA,Single Bedroom,Individual,0.781808577,0.789512246,0.765125644
2017-37,4036B,4036,NA,Double Bedroom,Individual,0.761312739,0.774016659,0.734815956
2017-37,4037A,4037,Double,Double Bedroom,Cluster,1.553254747,1.546347134,1.486231134
2017-37,4037B,4037,Double,Double Bedroom,Cluster,1.553254747,1.546347134,1.486231134
2017-37,4039A,4039,Double,Double Bedroom,Control,0.813582558,NA,NA
2017-37,4039B,4039,Double,Double Bedroom,Control,0.758199529,NA,NA
2017-37,4040A,4040,NA,Single Bedroom,Control,0.768931071,NA,NA
2017-37,4040B,4040,NA,Double Bedroom,Control,0.807054499,NA,NA
2017-37,4042A,4042,Double,Double Bedroom,Control,0.837075497,NA,NA
2017-37,4042B,4042,Double,Double Bedroom,Control,0.738962342,NA,NA
2017-37,5007,5007,NA,Single Bedroom,Individual,0.77044294,0.789581129,0.765125644
2017-37,5008A,5008,Double,Double Bedroom,Individual,0.725159647,0.774271258,0.735797298
2017-37,5008B,5008,Double,Double Bedroom,Individual,0.737550435,0.774183999,0.734815956
2017-37,5009A,5009,Single,Single Bedroom,Control,0.772258941,NA,NA
2017-37,5009B,5009,Single,Single Bedroom,Control,0.77044294,NA,NA
2017-37,5009C,5009,Single,Single Bedroom,Control,0.826765429,NA,NA
2017-37,5009D,5009,Single,Single Bedroom,Control,0.785514706,NA,NA
2017-37,5010A,5010,Single,Single Bedroom,Cluster,3.186571294,3.132887797,3.062784279
2017-37,5010B,5010,Single,Single Bedroom,Cluster,3.186571294,3.132887797,3.062784279
2017-37,5010C,5010,Single,Single Bedroom,Cluster,3.186571294,3.132887797,3.062784279
2017-37,5010D,5010,Single,Single Bedroom,Cluster,3.186571294,3.132887797,3.062784279
2017-37,5011A,5011,Single,Single Bedroom,Control,0.79737601,NA,NA
2017-37,5011B,5011,Single,Single Bedroom,Control,0.898461412,NA,NA
2017-37,5011C,5011,Single,Single Bedroom,Control,0.79737601,NA,NA
2017-37,5011D,5011,Single,Single Bedroom,Control,0.797400055,NA,NA
2017-37,5013A,5013,Double,Double Bedroom,Control,0.750846972,NA,NA
2017-37,5013B,5013,Double,Double Bedroom,Control,0.76943357,NA,NA
2017-37,5014A,5014,Double,Double Bedroom,Cluster,1.541720732,1.546536216,1.486231134
2017-37,5014B,5014,Double,Double Bedroom,Cluster,1.541720732,1.546536216,1.486231134
2017-37,5015A,5015,Double,Double Bedroom,Individual,0.785550592,0.77384597,0.734815956
2017-37,5015B,5015,Double,Double Bedroom,Individual,0.83670402,0.773485734,0.734815956
2017-37,5018A,5018,Double,Double Bedroom,Individual,0.769130267,0.773961606,0.734815956
2017-37,5018B,5018,Double,Double Bedroom,Individual,0.722946896,0.774286841,0.735797298
2017-37,5021A,5021,Single,Single Bedroom,Individual,0.774966112,0.789553715,0.765125644
2017-37,5021B,5021,Single,Single Bedroom,Individual,0.775108766,0.789552851,0.765125644
2017-37,5021C,5021,Single,Single Bedroom,Individual,0.799764621,0.789403421,0.765125644
2017-37,5021D,5021,Single,Single Bedroom,Individual,0.77044294,0.789581129,0.765125644
2017-37,5022A,5022,Single,Single Bedroom,Cluster,3.077594386,3.136403181,3.062784279
2017-37,5022B,5022,Single,Single Bedroom,Cluster,3.077594386,3.136403181,3.062784279
2017-37,5022C,5022,Single,Single Bedroom,Cluster,3.077594386,3.136403181,3.062784279
2017-37,5022D,5022,Single,Single Bedroom,Cluster,3.077594386,3.136403181,3.062784279
2017-37,5023A,5023,Single,Single Bedroom,Cluster,2.998661637,3.138949399,3.068712732
2017-37,5023B,5023,Single,Single Bedroom,Cluster,2.998661637,3.138949399,3.068712732
2017-37,5023C,5023,Single,Single Bedroom,Cluster,2.998661637,3.138949399,3.068712732
2017-37,5023D,5023,Single,Single Bedroom,Cluster,2.998661637,3.138949399,3.068712732
2017-37,5024A,5024,NA,Single Bedroom,Control,0.799415216,NA,NA
2017-37,5024B,5024,NA,Single Bedroom,Control,0.892015652,NA,NA
2017-37,5024C,5024,NA,Single Bedroom,Control,0.79737601,NA,NA
2017-37,5027A,5027,NA,Double Bedroom,Individual,0.746139029,0.774123516,0.734815956
2017-37,5027B,5027,NA,Double Bedroom,Individual,0.773440284,0.773931253,0.734815956
2017-37,5029A,5029,Double,Double Bedroom,Cluster,1.642934853,1.544876969,1.486231134
2017-37,5029B,5029,Double,Double Bedroom,Cluster,1.642934853,1.544876969,1.486231134
2017-37,5030A,5030,Double,Double Bedroom,Individual,0.801358726,0.773734645,0.734815956
2017-37,5030B,5030,Double,Double Bedroom,Individual,0.847326997,0.773410924,0.734815956
2017-37,5031A,5031,Double,Double Bedroom,Cluster,1.65189189,1.544730132,1.486231134
2017-37,5031B,5031,Double,Double Bedroom,Cluster,1.65189189,1.544730132,1.486231134
2017-37,5032A,5032,Double,Double Bedroom,Individual,0.763719431,0.77399971,0.734815956
2017-37,5032B,5032,Double,Double Bedroom,Individual,0.83077395,0.773527495,0.734815956
2017-37,5036A,5036,NA,Single Bedroom,Individual,0.802602424,0.789386223,0.765125644
2017-37,5036B,5036,NA,Double Bedroom,Individual,0.766158693,0.773982532,0.734815956
2017-37,5037A,5037,NA,Double Bedroom,Control,0.736071186,NA,NA
2017-37,5039A,5039,Double,Double Bedroom,Cluster,1.467753602,1.547748792,1.492077162
2017-37,5039B,5039,Double,Double Bedroom,Cluster,1.467753602,1.547748792,1.492077162
2017-37,5040A,5040,NA,Single Bedroom,Individual,0.768931071,0.789590291,0.765125644
2017-37,5040B,5040,NA,Double Bedroom,Individual,0.850700121,0.77338717,0.734815956
2017-37,5042A,5042,Double,Double Bedroom,Cluster,1.522116526,1.546857597,1.486231134
2017-37,5042B,5042,Double,Double Bedroom,Cluster,1.522116526,1.546857597,1.486231134
